rms,zcr,centroid,bandwidth,rolloff,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,label
0.05990639,0.023726029829545456,919.2415589108903,1907.1394528239819,1574.8601740056818,-394.4287,109.76293,69.74273,64.04319,10.809769,25.861267,21.476507,18.172388,6.628879,5.0743556,0.062123213,0.96625924,3.4217567,ripe
0.08612068,0.16339666193181818,2868.5513126261485,2688.711002670248,5641.69921875,-374.52957,51.932705,39.380775,49.62402,12.534622,26.417458,10.68774,8.189652,6.3464494,8.209995,3.172074,7.7197223,2.6818724,ripe
0.017467301,0.21417791193181818,4010.4974084789906,3108.1766293559963,7802.849786931818,-351.16946,18.817944,47.434315,39.43596,8.128078,23.287682,7.7039585,12.283545,7.8332424,15.757022,12.062214,9.767795,0.62542063,ripe
0.1736675,0.1908291903409091,2996.92373921283,2394.183336987435,5407.280939275568,-88.978195,60.53115,-11.94798,51.487473,-11.265443,7.346777,-8.9868555,-1.4187171,-3.2838204,2.6495981,0.36929998,13.1620455,0.099427156,ripe
0.057886824,0.3378684303977273,4768.892205959791,2922.5404257901555,8235.960804332386,-187.65497,-18.83437,24.50056,47.945972,18.068758,27.604078,10.68736,12.155594,1.0513501,13.514212,6.8075886,11.20245,-0.7514296,ripe
0.14095801,0.15904651988636365,3030.1387241985067,2429.001045959329,5352.958540482955,-140.20926,60.27167,-3.6720927,48.335194,-24.635101,19.686653,14.13873,-2.452059,7.3860326,8.646427,1.2494864,9.674922,-6.6365666,ripe
0.11749614,0.21775124289772727,3776.759308677478,3320.291880841804,7965.816983309659,-162.38895,44.50438,58.965397,45.36771,8.728835,2.4200003,-3.0335023,-5.235353,-13.999859,3.4188926,-4.324013,9.649876,2.2603953,ripe
0.107946254,0.06014737215909091,1859.3828510878523,2201.3985135478365,3813.823908025568,-203.26251,103.11804,17.949385,57.766396,-1.4211396,-1.901793,8.266907,7.5367756,-1.6512622,-5.789456,0.061807048,9.2972975,1.3850955,ripe
0.09417238,0.06591796875,2038.0499965502158,2433.552136632886,4573.848100142045,-225.58784,91.81733,21.496258,44.894905,-1.3888323,9.834191,1.253633,2.7250443,0.6349284,3.4930909,1.5166202,9.377395,-3.9562523,ripe
0.1817031,0.2648037997159091,3792.060613109834,2799.5287730601526,7122.10693359375,-86.71577,33.99768,3.2942667,32.22916,-3.2879555,9.083596,-7.4538617,6.013309,-1.8558555,1.2046195,-1.949765,12.903718,-3.9372687,ripe
